user_id,day,item_type,rank,song_name,artist_name,item_uri,popularity,simulated_feedback
user_study_participant_6,1,Recommended,10,she makes me feel so good,lyle lovett,simulated_uri:3742216495943090878,0,0.0
user_study_participant_7,1,Listened,1,i overlooked an orchid,carl smith,simulated_uri:7912476494935463222,54,
user_study_participant_7,1,Listened,2,i concentrate on you,ella fitzgerald,simulated_uri:6987900315710347244,67,
user_study_participant_7,1,Listened,3,i get excited,rick springfield,simulated_uri:2868688697003466242,95,
user_study_participant_7,1,Listened,4,your light,scorpions,simulated_uri:-1083935968861268459,84,
user_study_participant_7,1,Listened,5,my happiness,prince buster,simulated_uri:-844543498384372407,49,
user_study_participant_7,1,Listened,6,do you love as good as you look,the bellamy brothers,simulated_uri:377158459293882146,47,
user_study_participant_7,1,Listened,7,promise,jagged edge,simulated_uri:691325522344882439,38,
user_study_participant_7,1,Listened,8,so long baby,bobby day,simulated_uri:-2400976999045301454,59,
user_study_participant_7,1,Listened,9,brand name,mac miller,simulated_uri:-2831283265469651133,68,
user_study_participant_7,1,Listened,10,i could fall in love,selena,simulated_uri:1576516032863640463,99,
user_study_participant_7,1,Recommended,1,strange overtones,david byrne,simulated_uri:6385752042063627005,8,0.0
user_study_participant_7,1,Recommended,2,replica,fear factory,simulated_uri:2648667655249902948,0,0.0
user_study_participant_7,1,Recommended,3,keep up,the expendables,simulated_uri:-8961955287920728533,0,0.0
user_study_participant_7,1,Recommended,4,guinevere,donovan,simulated_uri:2637619552033167821,66,1.0
user_study_participant_7,1,Recommended,5,astronaut's nightmare,nektar,simulated_uri:9091429263569221137,0,0.0
user_study_participant_7,1,Recommended,6,stardust,louis armstrong,simulated_uri:843481576980233866,0,0.0
user_study_participant_7,1,Recommended,7,night train,the kills,simulated_uri:2175867421923633776,0,0.0
user_study_participant_7,1,Recommended,8,my fault,imagine dragons,simulated_uri:-8228788101119307678,0,0.0
user_study_participant_7,1,Recommended,9,wang dang sweet poontang,ted nugent,simulated_uri:4201621472947491703,0,0.0
user_study_participant_7,1,Recommended,10,christmas-a-come,eek-a-mouse,simulated_uri:-6750736177105956305,18,1.0
user_study_participant_8,1,Listened,1,the cape,guy clark,simulated_uri:-7414629560149181096,100,
user_study_participant_8,1,Listened,2,paper boy,johnny cooper,simulated_uri:4462513476583092851,59,
user_study_participant_8,1,Listened,3,the dam at otter creek,live,simulated_uri:1342873668126616010,49,
user_study_participant_8,1,Listened,4,little jeannie,elton john,simulated_uri:-1543542012131896725,82,
user_study_participant_8,1,Listened,5,downside of growing up,maddie & tae,simulated_uri:-2758667124984700302,78,
user_study_participant_8,1,Listened,6,nothing lasts,bedroom,simulated_uri:-5306869345861069936,67,
user_study_participant_8,1,Listened,7,it's you or no one,chet baker,simulated_uri:7639659728071198518,91,
user_study_participant_8,1,Listened,8,million dollar bill,middle brother,simulated_uri:7253384590959545591,49,
user_study_participant_8,1,Listened,9,"i like drinking, cause it's fun",chase rice,simulated_uri:8629703013955137848,100,
user_study_participant_8,1,Listened,10,broke down,radio moscow,simulated_uri:-8227076487063044827,98,
user_study_participant_8,1,Recommended,1,don't drink the piss,mad professor,simulated_uri:830090832268931081,2,0.0
user_study_participant_8,1,Recommended,2,the color song (i lost my love),jean shepard,simulated_uri:-7808858419379080478,1,0.0
user_study_participant_8,1,Recommended,3,come back to bed,john mayer,simulated_uri:-3081609693739135913,0,0.0
user_study_participant_8,1,Recommended,4,18th & m,marcus johnson,simulated_uri:3065002430608873469,2,0.0
user_study_participant_8,1,Recommended,5,"stop, look, listen (to your heart)",diana ross,simulated_uri:6265673067428704086,1,0.0
user_study_participant_8,1,Recommended,6,your cheatin' heart,leon redbone,simulated_uri:-2233429305897697909,1,0.0
user_study_participant_8,1,Recommended,7,i won't back down,johnny cash,simulated_uri:7912552488144129154,25,1.0
user_study_participant_8,1,Recommended,8,ride,twenty one pilots,simulated_uri:2652269076100572080,0,0.0
user_study_participant_8,1,Recommended,9,divine intervention,matthew sweet,simulated_uri:5218951573248909577,1,0.0
user_study_participant_8,1,Recommended,10,tyrant,judas priest,simulated_uri:5028425054447939289,5,0.0
user_study_participant_9,1,Listened,1,dry county,blackfoot,simulated_uri:5267856382843921488,64,
user_study_participant_9,1,Listened,2,yesterday,gladys knight & the pips,simulated_uri:-748535330870173848,33,
user_study_participant_9,1,Listened,3,don't put your hands on me,boyz n da hood,simulated_uri:-6474454865584698512,58,
user_study_participant_9,1,Listened,4,cole world,j. cole,simulated_uri:-8382276642594057681,44,
user_study_participant_9,1,Listened,5,an everlasting love,andy gibb,simulated_uri:-7158087070701544864,72,
user_study_participant_9,1,Listened,6,when mama was moth,cocteau twins,simulated_uri:2087151953317102473,94,
user_study_participant_9,1,Listened,7,passion,shirley brown,simulated_uri:-5124182624233509620,93,
user_study_participant_9,1,Listened,8,feel it,the crusaders,simulated_uri:4173498255329981527,56,
user_study_participant_9,1,Listened,9,happy days are here again,barbra streisand,simulated_uri:6087540972218389210,69,
user_study_participant_9,1,Listened,10,prisoner of love,the platters,simulated_uri:8848916079892937912,65,
user_study_participant_9,1,Recommended,1,in the arms of love,merle haggard,simulated_uri:5565953422961794551,0,0.0
user_study_participant_9,1,Recommended,2,i palindrome i,they might be giants,simulated_uri:-2776697613840960089,0,0.0
user_study_participant_9,1,Recommended,3,suicide's an alternative / you'll be sorry,suicidal tendencies,simulated_uri:-3014519029265649402,0,0.0
user_study_participant_9,1,Recommended,4,i'm holdin' on to love (to save my life),shania twain,simulated_uri:-907237674105070356,0,0.0
user_study_participant_9,1,Recommended,5,la goutte d'or,st germain,simulated_uri:3868410265319384226,0,0.0
user_study_participant_9,1,Recommended,6,dread a who she love,macka b,simulated_uri:-5920104881339251213,5,0.0
user_study_participant_9,1,Recommended,7,lonesome valley,the carter family,simulated_uri:2308483775370369799,1,0.0
user_study_participant_9,1,Recommended,8,pimpin',tony yayo,simulated_uri:-1087913352925522273,1,0.0
user_study_participant_9,1,Recommended,9,bring it to jerome,manfred mann,simulated_uri:-7430350792812853958,0,0.0
user_study_participant_9,1,Recommended,10,who am i?,nina simone,simulated_uri:-2396348642641126904,0,0.0
user_study_participant_10,1,Listened,1,awake,black rebel motorcycle club,simulated_uri:5514749030843478473,57,
user_study_participant_10,1,Listened,2,limbo rock,chubby checker,simulated_uri:3425849383470991428,67,
user_study_participant_10,1,Listened,3,run of the mill,george harrison,simulated_uri:8399075878102632183,62,
user_study_participant_10,1,Listened,4,solitaire,neil sedaka,simulated_uri:1559983291197537386,93,
user_study_participant_10,1,Listened,5,would you mind,"earth, wind & fire",simulated_uri:2311961059420313018,73,
user_study_participant_10,1,Listened,6,i heard that lonesome whistle,johnny cash,simulated_uri:-5165931721321210736,80,
user_study_participant_10,1,Listened,7,vampire,peter tosh,simulated_uri:-1365268679843572234,62,
user_study_participant_10,1,Listened,8,title and registration,death cab for cutie,simulated_uri:5070213171372953901,45,
user_study_participant_10,1,Listened,9,country ghetto,jj grey & mofro,simulated_uri:3643033502256497698,94,
user_study_participant_10,1,Listened,10,remind me to forget,kygo,simulated_uri:6804660585575059804,54,
user_study_participant_10,1,Recommended,1,island boy,kenny chesney,simulated_uri:-1641053249449820325,0,0.0
user_study_participant_10,1,Recommended,2,welcome to jamrock,damian marley,simulated_uri:6678444646376352738,1,0.0
user_study_participant_10,1,Recommended,3,astronaut's nightmare,nektar,simulated_uri:9091429263569221137,0,0.0
user_study_participant_10,1,Recommended,4,black keys,jonas brothers,simulated_uri:2133914006317991914,1,0.0
user_study_participant_10,1,Recommended,5,jah is the one,horace andy,simulated_uri:-667122335558195418,2,0.0
user_study_participant_10,1,Recommended,6,childish love,the louvin brothers,simulated_uri:4175830826349341841,0,0.0
user_study_participant_10,1,Recommended,7,the last time (i get burned like this),robert cray,simulated_uri:-5768222196694970020,1,0.0
user_study_participant_10,1,Recommended,8,girl next door,long beach shortbus,simulated_uri:6997314887730669437,0,0.0
user_study_participant_10,1,Recommended,9,the conjuring,megadeth,simulated_uri:6292551207974921271,1,0.0
user_study_participant_10,1,Recommended,10,ghost town,adam lambert,simulated_uri:236952484820681148,3,0.0
user_study_participant_1,2,Listened,1,keepin' it to myself,average white band,simulated_uri:5760952322161642308,45,
user_study_participant_1,2,Listened,2,leave a tender moment alone,billy joel,simulated_uri:-7546653307410349474,22,
user_study_participant_1,2,Listened,3,minerva,deftones,simulated_uri:8554798300719828640,67,
user_study_participant_1,2,Listened,4,whatever lola wants,ella fitzgerald,simulated_uri:-9055705787760343000,86,
user_study_participant_1,2,Listened,5,julia,the beatles,simulated_uri:7445064981126292117,63,
user_study_participant_1,2,Listened,6,echo,black rebel motorcycle club,simulated_uri:-3846192817872542578,49,
user_study_participant_1,2,Listened,7,i loved you yesterday,lyle lovett,simulated_uri:7623006894801219879,79,
user_study_participant_1,2,Listened,8,violin,kate bush,simulated_uri:-4421112860173243882,97,
user_study_participant_1,2,Listened,9,she took a lot of pills (and died),robbie fulks,simulated_uri:-5208643128941068926,40,
user_study_participant_1,2,Listened,10,origin,tesseract,simulated_uri:-7464714510762162725,46,
user_study_participant_1,2,Recommended,1,i beg of you,the allman brothers band,simulated_uri:675883891608553768,0,0.0
user_study_participant_1,2,Recommended,2,falling,julee cruise,simulated_uri:-1707951583428170671,0,0.0
user_study_participant_1,2,Recommended,3,ice cream man,the modern lovers,simulated_uri:-1465967130675387461,0,0.0
user_study_participant_1,2,Recommended,4,crossover,epmd,simulated_uri:3503562749677524754,0,0.0
user_study_participant_1,2,Recommended,5,blue tarp blues,sonny landreth,simulated_uri:-8918405007966448803,0,0.0
user_study_participant_1,2,Recommended,6,"on the atchison, topeka & the sante fe",johnny mercer,simulated_uri:-195254847018330342,0,0.0
user_study_participant_1,2,Recommended,7,drowning on dry land/fish soup,manfred mann's earth band,simulated_uri:-6076795930814292736,0,0.0
user_study_participant_1,2,Recommended,8,my fault,imagine dragons,simulated_uri:-8228788101119307678,0,1.0
user_study_participant_1,2,Recommended,9,action,terror fabulous,simulated_uri:-6048837537103147839,0,0.0
user_study_participant_1,2,Recommended,10,a maiden's prayer,ray price,simulated_uri:8497076986488668408,0,0.0
user_study_participant_2,2,Listened,1,marry the night,lady gaga,simulated_uri:-9074922326772572613,59,
user_study_participant_2,2,Listened,2,down on my knees,bread,simulated_uri:2613123989348002951,41,
user_study_participant_2,2,Listened,3,danger at my door,mark chesnutt,simulated_uri:-4676962552006053248,54,
user_study_participant_2,2,Listened,4,"monkey see, monkey do",the budos band,simulated_uri:1094634365462215071,81,
user_study_participant_2,2,Listened,5,exit strategy of a wrecking ball,diablo swing orchestra,simulated_uri:7761700837079836529,35,
user_study_participant_2,2,Listened,6,is it true what they say about dixie?,dean martin,simulated_uri:8644971138860758456,80,
user_study_participant_2,2,Listened,7,out of reach,john mayall & the bluesbreakers,simulated_uri:-2911539186771311489,67,
user_study_participant_2,2,Listened,8,miner's prayer,dwight yoakam,simulated_uri:-5350364997829305448,62,
user_study_participant_2,2,Listened,9,4th of july,soundgarden,simulated_uri:7101362617207789530,75,
user_study_participant_2,2,Listened,10,the heart of life,john mayer,simulated_uri:4828581458741391790,85,
user_study_participant_2,2,Recommended,1,anodyne,uncle tupelo,simulated_uri:2120862476619007202,0,0.0
user_study_participant_2,2,Recommended,2,action,terror fabulous,simulated_uri:-6048837537103147839,0,0.0
user_study_participant_2,2,Recommended,3,it don't bother me,bert jansch,simulated_uri:-15058966980752436,0,1.0
user_study_participant_2,2,Recommended,4,south bound saurez,led zeppelin,simulated_uri:-302173150500361349,0,0.0
user_study_participant_2,2,Recommended,5,soulful,l'indécis,simulated_uri:-2577251376957595486,21,1.0
user_study_participant_2,2,Recommended,6,dirty love,frank zappa,simulated_uri:-8284485250021182117,0,0.0
user_study_participant_2,2,Recommended,7,sweet leilani,bing crosby,simulated_uri:-6285753774918150517,0,0.0
user_study_participant_2,2,Recommended,8,long dark road,the hollies,simulated_uri:5020746492825916347,0,0.0
user_study_participant_2,2,Recommended,9,shooting the moon,ok go,simulated_uri:8501199021237234541,0,0.0
user_study_participant_2,2,Recommended,10,the conjuring,megadeth,simulated_uri:6292551207974921271,1,1.0
user_study_participant_3,2,Listened,1,not falling,mudvayne,simulated_uri:-8836708707991606155,81,
user_study_participant_3,2,Listened,2,rock me,great white,simulated_uri:-6535001743870537477,54,
user_study_participant_3,2,Listened,3,love foolosophy (with beverley knight),jamiroquai,simulated_uri:5578773590616235497,97,
user_study_participant_3,2,Listened,4,sand in my face,10cc,simulated_uri:783977917727656506,93,
user_study_participant_3,2,Listened,5,might not,belly,simulated_uri:3766262114326556330,65,
user_study_participant_3,2,Listened,6,this plane,wiz khalifa,simulated_uri:-7101620242654273274,37,
user_study_participant_3,2,Listened,7,cry me a river,julie london,simulated_uri:7294696213853267278,17,
user_study_participant_3,2,Listened,8,once upon a time,tony bennett,simulated_uri:-3639029138103523852,58,
user_study_participant_3,2,Listened,9,beautiful war,kings of leon,simulated_uri:1929061332241882417,19,
user_study_participant_3,2,Listened,10,heart,rockpile,simulated_uri:-2359667891480168593,61,
user_study_participant_3,2,Recommended,1,every second,collin raye,simulated_uri:131731855981232086,0,0.0
user_study_participant_3,2,Recommended,2,la goutte d'or,st germain,simulated_uri:3868410265319384226,0,0.0
user_study_participant_3,2,Recommended,3,it's supposed to bubble,ugk,simulated_uri:-4828847110836166249,0,0.0
user_study_participant_3,2,Recommended,4,factory,the vines,simulated_uri:-573118493948509822,0,0.0
user_study_participant_3,2,Recommended,5,bad blood,taylor swift,simulated_uri:-1042703504878891263,3,0.0
user_study_participant_3,2,Recommended,6,it ain't my fault,silkk the shocker,simulated_uri:8325583149462140892,2,0.0
user_study_participant_3,2,Recommended,7,forever again,gene watson,simulated_uri:-4908544696731675650,0,0.0
user_study_participant_3,2,Recommended,8,madman's honey,wire,simulated_uri:4796974024687450118,0,0.0
user_study_participant_3,2,Recommended,9,retaliation suite,thievery corporation,simulated_uri:-2934516341590840834,0,0.0
user_study_participant_3,2,Recommended,10,money make friend,yellowman,simulated_uri:-6248074780683658022,0,0.0
user_study_participant_4,2,Listened,1,good time boy,buffalo springfield,simulated_uri:7914710408978965082,38,
user_study_participant_4,2,Listened,2,c'mon girl,red hot chili peppers,simulated_uri:-2805491635770759005,48,
user_study_participant_4,2,Listened,3,for herself,reba mcentire,simulated_uri:5755568499786027324,98,
user_study_participant_4,2,Listened,4,warm baby,the lovin' spoonful,simulated_uri:8106782440975331125,69,
user_study_participant_4,2,Listened,5,air for vibraphone,bill le sage,simulated_uri:4360956047222920929,47,
user_study_participant_4,2,Listened,6,i forgot to remember to forget,johnny cash,simulated_uri:6630668166725592555,23,
user_study_participant_4,2,Listened,7,the purple heart,david allan coe,simulated_uri:7864857320056881563,71,
user_study_participant_4,2,Listened,8,ask yourself,foster the people,simulated_uri:6362723944248966468,65,
user_study_participant_4,2,Listened,9,ready,black rob,simulated_uri:-5065754065553698255,37,
user_study_participant_4,2,Listened,10,holdin',diamond rio,simulated_uri:6538822559392990594,56,
user_study_participant_4,2,Recommended,1,miles out,john mclaughlin,simulated_uri:1683048267166496067,0,0.0
user_study_participant_4,2,Recommended,2,in the wake of poseidon,king crimson,simulated_uri:637454833129599079,0,0.0
user_study_participant_4,2,Recommended,3,down in a hole,ryan adams & the cardinals,simulated_uri:3958406635236422592,0,0.0
user_study_participant_4,2,Recommended,4,shanty town (007),musical youth,simulated_uri:4974744341660729931,0,0.0
user_study_participant_4,2,Recommended,5,halo,soil,simulated_uri:3081395487015266000,0,0.0
user_study_participant_4,2,Recommended,6,therapy,khalid,simulated_uri:-78309666764481588,0,0.0
user_study_participant_4,2,Recommended,7,morning song for sally,nanci griffith,simulated_uri:-1404189359132997834,0,0.0
user_study_participant_4,2,Recommended,8,thirteen,johnny cash,simulated_uri:-266990463142689051,0,0.0
