user_id;day;item_type;rank;song_name;artist_name;popularity;                  feedback
user_study_participant_2;2;Recommended;4;south bound saurez;led zeppelin;0;0,0
user_study_participant_2;2;Recommended;5;soulful;l'indécis;21;1,0
user_study_participant_2;2;Recommended;6;dirty love;frank zappa;0;0,0
user_study_participant_2;2;Recommended;7;sweet leilani;bing crosby;0;0,0
user_study_participant_2;2;Recommended;8;long dark road;the hollies;0;0,0
user_study_participant_2;2;Recommended;9;shooting the moon;ok go;0;0,0
user_study_participant_2;2;Recommended;10;the conjuring;megadeth;1;1,0
user_study_participant_3;2;Listened;1;not falling;mudvayne;81;
user_study_participant_3;2;Listened;2;rock me;great white;54;
user_study_participant_3;2;Listened;3;love foolosophy (with beverley knight);jamiroquai;97;
user_study_participant_3;2;Listened;4;sand in my face;10cc;93;
user_study_participant_3;2;Listened;5;might not;belly;65;
user_study_participant_3;2;Listened;6;this plane;wiz khalifa;37;
user_study_participant_3;2;Listened;7;cry me a river;julie london;17;
user_study_participant_3;2;Listened;8;once upon a time;tony bennett;58;
user_study_participant_3;2;Listened;9;beautiful war;kings of leon;19;
user_study_participant_3;2;Listened;10;heart;rockpile;61;
user_study_participant_3;2;Recommended;1;every second;collin raye;0;0,0
user_study_participant_3;2;Recommended;2;la goutte d'or;st germain;0;0,0
user_study_participant_3;2;Recommended;3;it's supposed to bubble;ugk;0;0,0
user_study_participant_3;2;Recommended;4;factory;the vines;0;0,0
user_study_participant_3;2;Recommended;5;bad blood;taylor swift;3;0,0
user_study_participant_3;2;Recommended;6;it ain't my fault;silkk the shocker;2;0,0
user_study_participant_3;2;Recommended;7;forever again;gene watson;0;0,0
user_study_participant_3;2;Recommended;8;madman's honey;wire;0;0,0
user_study_participant_3;2;Recommended;9;retaliation suite;thievery corporation;0;0,0
user_study_participant_3;2;Recommended;10;money make friend;yellowman;0;0,0
user_study_participant_4;2;Listened;1;good time boy;buffalo springfield;38;
user_study_participant_4;2;Listened;2;c'mon girl;red hot chili peppers;48;
user_study_participant_4;2;Listened;3;for herself;reba mcentire;98;
user_study_participant_4;2;Listened;4;warm baby;the lovin' spoonful;69;
user_study_participant_4;2;Listened;5;air for vibraphone;bill le sage;47;
user_study_participant_4;2;Listened;6;i forgot to remember to forget;johnny cash;23;
user_study_participant_4;2;Listened;7;the purple heart;david allan coe;71;
user_study_participant_4;2;Listened;8;ask yourself;foster the people;65;
user_study_participant_4;2;Listened;9;ready;black rob;37;
user_study_participant_4;2;Listened;10;holdin';diamond rio;56;
user_study_participant_4;2;Recommended;1;miles out;john mclaughlin;0;0,0
user_study_participant_4;2;Recommended;2;in the wake of poseidon;king crimson;0;0,0
user_study_participant_4;2;Recommended;3;down in a hole;ryan adams & the cardinals;0;0,0
user_study_participant_4;2;Recommended;4;shanty town (007);musical youth;0;0,0
user_study_participant_4;2;Recommended;5;halo;soil;0;0,0
user_study_participant_4;2;Recommended;6;therapy;khalid;0;0,0
user_study_participant_4;2;Recommended;7;morning song for sally;nanci griffith;0;0,0
user_study_participant_4;2;Recommended;8;thirteen;johnny cash;0;0,0
user_study_participant_4;2;Recommended;9;stubborn love;the lumineers;0;0,0
user_study_participant_4;2;Recommended;10;she is a woman;jimmy cliff;3;1,0
user_study_participant_5;2;Listened;1;the arms of the one who loves you;xscape;39;
user_study_participant_5;2;Listened;2;what i've got in mind;billie jo spears;70;
user_study_participant_5;2;Listened;3;wonderful;ja rule;84;
user_study_participant_5;2;Listened;4;spasm;meshuggah;49;
user_study_participant_5;2;Listened;5;boogie woogie woman;b.b. king;83;
user_study_participant_5;2;Listened;6;the klan;gil scott-heron;96;
user_study_participant_5;2;Listened;7;i've got a crush on you;steve tyrell;72;
user_study_participant_5;2;Listened;8;outcast;shinedown;72;
user_study_participant_5;2;Listened;9;can i touch you there;leon ware;53;
user_study_participant_5;2;Listened;10;puppy tail;demarco;77;
user_study_participant_5;2;Recommended;1;needed me;rihanna;0;0,0
user_study_participant_5;2;Recommended;2;key to my heart;the emotions;0;1,0
user_study_participant_5;2;Recommended;3;surfin' bird;the trashmen;9;0,0
user_study_participant_5;2;Recommended;4;teenage lament '74;alice cooper;0;0,0
user_study_participant_5;2;Recommended;5;wreck;gentle giant;0;1,0
user_study_participant_5;2;Recommended;6;crazy arms;ray price;1;0,0
user_study_participant_5;2;Recommended;7;peaceful;helen reddy;1;1,0
user_study_participant_5;2;Recommended;8;fade out;rival sons;0;0,0
user_study_participant_5;2;Recommended;9;tu bol na bol;asha bhosle;16;1,0
user_study_participant_5;2;Recommended;10;golden wings (instrumental);gabriel garzón-montano;2;0,0
user_study_participant_6;2;Listened;1;fuck feelings;olivia o'brien;59;
user_study_participant_6;2;Listened;2;the big day;chance the rapper;55;
user_study_participant_6;2;Listened;3;we are the storm;the dillinger escape plan;19;
user_study_participant_6;2;Listened;4;johnny law;slightly stoopid;80;
user_study_participant_6;2;Listened;5;sound of your memory;lukas nelson and promise of the real;92;
user_study_participant_6;2;Listened;6;ain't got nobody;grand funk railroad;48;
user_study_participant_6;2;Listened;7;nurse rozetta;alice cooper;60;
user_study_participant_6;2;Listened;8;ramblin' boy;tom paxton;43;
user_study_participant_6;2;Listened;9;things change;tim mcgraw;58;
user_study_participant_6;2;Listened;10;doubt;twenty one pilots;52;
user_study_participant_6;2;Recommended;1;chance;kenny kirkland;0;0,0
user_study_participant_6;2;Recommended;2;winter wonderland;george strait;3;0,0
user_study_participant_6;2;Recommended;3;three and nine;roxy music;0;0,0
user_study_participant_6;2;Recommended;4;love plus one;haircut 100;2;0,0
user_study_participant_6;2;Recommended;5;como en cámara lenta (en vivo);mime 871;3;0,0
user_study_participant_6;2;Recommended;6;black history month;death from above 1979;0;0,0
user_study_participant_6;2;Recommended;7;fearless;the neville brothers;44;1,0
user_study_participant_6;2;Recommended;8;oh baby mine (i get so lonely);the statler brothers;0;0,0
user_study_participant_6;2;Recommended;9;escape;pete rock & c.l. smooth;0;0,0
user_study_participant_6;2;Recommended;10;mommy can i go out and kill tonight;misfits;0;1,0
user_study_participant_7;2;Listened;1;sharing you;bobby vee;100;
user_study_participant_7;2;Listened;2;out, damn light;sofa surfers;31;
user_study_participant_7;2;Listened;3;they ask me;j-kwon;92;
user_study_participant_7;2;Listened;4;big log;robert plant;89;
user_study_participant_7;2;Listened;5;bargain of a century;albert hammond, jr.;86;
user_study_participant_7;2;Listened;6;too late now;wes montgomery trio;84;
user_study_participant_7;2;Listened;7;if only your eyes could lie;earl thomas conley;95;
user_study_participant_7;2;Listened;8;woman's got soul;the impressions;44;
user_study_participant_7;2;Listened;9;turn back time;jonathan fritzén;88;
user_study_participant_7;2;Listened;10;metropolis;the church;78;
user_study_participant_7;2;Recommended;1;nothin' for nothin';cinderella;0;0,0
user_study_participant_7;2;Recommended;2;sleeping by her side;john mayall;1;0,0
user_study_participant_7;2;Recommended;3;tryin' to get over you;vince gill;0;0,0
user_study_participant_7;2;Recommended;4;restless sinner;black rebel motorcycle club;2;0,0
user_study_participant_7;2;Recommended;5;fever;madonna;0;0,0
user_study_participant_7;2;Recommended;6;superstar;joe cocker;1;0,0
user_study_participant_7;2;Recommended;7;johnny's got a gun;dead moon;0;0,0
user_study_participant_7;2;Recommended;8;spring affair;donna summer;0;0,0
user_study_participant_7;2;Recommended;9;jah live;luciano;0;1,0
user_study_participant_7;2;Recommended;10;day for the dead;zac brown band;16;0,0
user_study_participant_8;2;Listened;1;russian roulette;rihanna;60;
user_study_participant_8;2;Listened;2;two teardrops;steve wariner;59;
user_study_participant_8;2;Listened;3;sometimes i cry;chris stapleton;97;
user_study_participant_8;2;Listened;4;time for us;little river band;61;
user_study_participant_8;2;Listened;5;as long as i live;jackie wilson;30;
user_study_participant_8;2;Listened;6;you hit the spot;sarah vaughan;29;
user_study_participant_8;2;Listened;7;sunrise;hoyt axton;56;
user_study_participant_8;2;Listened;8;black is beautiful;chronixx;71;
user_study_participant_8;2;Listened;9;goodnight song;tears for fears;80;
user_study_participant_8;2;Listened;10;at the first fall of snow;hank williams;62;
user_study_participant_8;2;Recommended;1;crying in the shadows;gary moore;0;0,0
user_study_participant_8;2;Recommended;2;don't ever leave me;keith jarrett;0;0,0
user_study_participant_8;2;Recommended;3;johnny's got a gun;dead moon;0;0,0
user_study_participant_8;2;Recommended;4;greedy dog;israel vibration;20;0,0
user_study_participant_8;2;Recommended;5;therapy;khalid;0;0,0
user_study_participant_8;2;Recommended;6;lies;the rolling stones;0;1,0
user_study_participant_8;2;Recommended;7;i'll be your mirror;the velvet underground;0;0,0
user_study_participant_8;2;Recommended;8;a fine romance;ella fitzgerald;2;1,0
user_study_participant_8;2;Recommended;9;your heart belongs to me;the supremes;0;0,0
user_study_participant_8;2;Recommended;10;staying up;the neighbourhood;2;0,0
user_study_participant_9;2;Listened;1;trap hop;waka flocka flame;64;
user_study_participant_9;2;Listened;2;i found you;soja;30;
user_study_participant_9;2;Listened;3;bitches;mitchell tenpenny;61;
user_study_participant_9;2;Listened;4;promised land;majek fashek;64;
user_study_participant_9;2;Listened;5;the man;the killers;62;
user_study_participant_9;2;Listened;6;hello africa;garnett silk;85;
user_study_participant_9;2;Listened;7;iron man;black sabbath;75;
user_study_participant_9;2;Listened;8;swing spring;miles davis;60;
user_study_participant_9;2;Listened;9;get your roll on;big tymers;92;
user_study_participant_9;2;Listened;10;what if;creed;32;
user_study_participant_9;2;Recommended;1;watch what happens;tony bennett;0;0,0
user_study_participant_9;2;Recommended;2;closer;six60;5;0,0
user_study_participant_9;2;Recommended;3;the feel good drag;anberlin;0;0,0
user_study_participant_9;2;Recommended;4;more human than human;white zombie;0;1,0
user_study_participant_9;2;Recommended;5;there must be something about me that she loves;the oak ridge boys;2;1,0
user_study_participant_9;2;Recommended;6;i will come to you;hanson;0;0,0
user_study_participant_9;2;Recommended;7;black history month;death from above 1979;0;0,0
user_study_participant_9;2;Recommended;8;tourette's;nirvana;5;0,0
user_study_participant_9;2;Recommended;9;take the power back;rage against the machine;1;0,0
user_study_participant_9;2;Recommended;10;where eagles dare;misfits;0;0,0
user_study_participant_10;2;Listened;1;living dead girl;rob zombie;59;
user_study_participant_10;2;Listened;2;life song;the black angels;69;
user_study_participant_10;2;Listened;3;miracle;paramore;89;
user_study_participant_10;2;Listened;4;i'm not afraid to die;gillian welch;57;
user_study_participant_10;2;Listened;5;we are the same;jonny lang;48;
user_study_participant_10;2;Listened;6;joker hysterical face;the fall;43;
user_study_participant_10;2;Listened;7;how are you true;cage the elephant;81;
user_study_participant_10;2;Listened;8;an owl song;canned heat;67;
user_study_participant_10;2;Listened;9;sweet love;najee;53;
user_study_participant_10;2;Listened;10;take a lick;akinyele;84;
user_study_participant_10;2;Recommended;1;another's lifetime;steppenwolf;0;1,0
user_study_participant_10;2;Recommended;2;savia;soen;7;1,0
user_study_participant_10;2;Recommended;3;it won't stop;typical cats;4;1,0
user_study_participant_10;2;Recommended;4;high school musical;high school musical cast;1;0,0
user_study_participant_10;2;Recommended;5;black history month;death from above 1979;0;0,0
user_study_participant_10;2;Recommended;6;forever;john michael montgomery;0;0,0
user_study_participant_10;2;Recommended;7;hold on to god;dwight yoakam;1;0,0
user_study_participant_10;2;Recommended;8;gotta serve somebody (with lacy j. dalton);david allan coe;0;0,0
user_study_participant_10;2;Recommended;9;crossover;epmd;0;0,0
user_study_participant_10;2;Recommended;10;i beg of you;the allman brothers band;0;0,0
user_study_participant_1;3;Listened;1;so good after midnight;climax blues band;93;
user_study_participant_1;3;Listened;2;four;miles davis quartet;98;
user_study_participant_1;3;Listened;3;a song for while i'm away;thin lizzy;35;
user_study_participant_1;3;Listened;4;lookin' for a home;al kooper;82;
